order_id,order_date,customer_id,channel,order_net_revenue,items_count,units
45313,2023-07-07,61,Paid Search,123.33,3,1
47926,2023-12-19,61,Email,25.69,2,4
31626,2024-07-17,61,Paid Search,79.59,2,3
80,2025-06-15,61,Organic,81.66,3,4
81,2025-11-19,61,Email,69.63,1,2
82,2025-11-28,62,Organic,87.47,1,2
44615,2023-03-25,63,Email,111.77,3,2
28041,2024-02-08,63,Paid Social,102.42,2,1
83,2025-06-28,63,Paid Social,176.34,1,2
84,2025-12-08,63,Paid Search,91.78,1,1
85,2025-12-23,63,Paid Social,162.08,3,4
24799,2024-07-15,64,Organic,87.38,1,2
86,2025-11-14,64,Paid Social,140.51,3,4
87,2025-12-23,64,Paid Social,53.42,2,2
34925,2024-04-20,65,Paid Social,314.63,3,1
23056,2024-08-05,65,Affiliate,348.39,2,3
23172,2024-10-12,65,Affiliate,182.43,3,2
28886,2024-10-17,65,Organic,479.15,2,3
20388,2024-11-24,65,Paid Search,203.04,3,1
30908,2024-12-17,65,Organic,26.52,2,2
88,2025-04-13,65,Organic,174.67,2,2
27384,2024-01-13,66,Paid Social,11.12,3,3
36611,2024-06-26,66,Paid Search,178.62,2,2
34979,2024-08-18,66,Organic,284.91,1,1
36420,2024-11-05,66,Organic,186.84,1,2
89,2025-05-06,66,Email,123.2,2,2
26537,2024-12-23,67,Paid Search,38.44,3,2
90,2025-11-17,67,Paid Search,105.22,1,1
91,2025-05-20,68,Email,82.01,1,1
92,2025-09-28,68,Organic,102.31,3,3
93,2025-05-13,69,Paid Social,316.37,3,3
94,2025-10-11,69,Organic,12.65,1,2
95,2025-12-16,70,Organic,277.35,2,2
43539,2023-08-28,71,Organic,166.02,2,2
96,2025-12-15,71,Organic,91.19,1,1
40830,2023-12-15,72,Paid Search,47.22,2,3
33700,2024-10-19,72,Affiliate,111.3,2,4
20675,2024-12-26,72,Paid Search,15.94,1,2
21950,2024-12-27,72,Paid Social,208.09,3,1
20176,2024-12-28,72,Paid Search,123.5,3,2
97,2025-05-03,72,Paid Social,171.38,3,3
98,2025-10-12,73,Paid Social,149.87,3,4
99,2025-06-06,74,Paid Social,115.5,1,2
100,2025-11-17,74,Paid Social,185.52,2,3
26991,2024-02-11,75,Organic,12.66,3,4
35760,2024-07-08,75,Organic,49.08,2,2
32654,2024-10-18,75,Paid Search,157.22,2,4
101,2025-03-27,75,Paid Search,250.4,3,3
102,2025-12-16,75,Affiliate,56.42,2,3
103,2025-11-24,76,Paid Search,494.97,3,3
20128,2024-11-14,77,Paid Social,105.23,1,2
20289,2024-12-11,77,Paid Social,105.27,1,3
104,2025-12-23,77,Organic,100.58,1,2
105,2025-06-26,78,Paid Social,153.31,2,2
106,2025-03-25,79,Email,177.67,1,1
41237,2023-02-03,80,Paid Social,191.45,3,4
26294,2024-03-24,80,Paid Search,79.95,2,3
107,2025-04-16,80,Paid Social,194.58,3,4
49326,2023-11-10,81,Paid Social,122.4,1,3
108,2025-10-02,81,Paid Search,15.86,1,1
109,2025-10-06,82,Paid Search,319.2,3,3
110,2025-01-04,83,Paid Social,152.59,3,4
111,2025-09-03,83,Paid Social,98.61,1,1
112,2025-10-25,83,Organic,86.05,1,2
113,2025-10-23,84,Email,104.83,2,3
26936,2024-05-06,85,Organic,118.39,1,3
27293,2024-12-17,85,Organic,181.79,3,2
24118,2024-12-22,85,Paid Social,242.83,1,3
114,2025-04-21,85,Paid Social,83.67,1,2
115,2025-05-05,85,Email,100.14,1,1
116,2025-06-07,85,Paid Search,359.19,2,2
48803,2023-02-15,86,Organic,17.07,2,2
44761,2023-12-20,86,Email,88.31,2,4
29919,2024-01-22,86,Paid Social,380.94,2,1
117,2025-12-26,86,Email,276.2,3,4
118,2025-12-27,86,Paid Search,151.12,3,4
32814,2024-12-28,87,Organic,89.68,2,2
119,2025-10-24,87,Email,454.23,3,4
120,2025-06-20,88,Paid Search,235.9,2,2
121,2025-11-04,89,Organic,78.95,1,1
122,2025-01-17,90,Paid Social,386.76,3,3
43894,2023-09-27,91,Affiliate,90.66,3,1
29752,2024-11-04,91,Paid Social,26.33,3,2
25975,2024-11-13,91,Organic,164.09,1,1
123,2025-08-02,91,Paid Social,277.27,3,3
21412,2024-07-29,92,Paid Social,100.79,3,3
124,2025-08-06,92,Affiliate,103.03,2,2
125,2025-12-28,92,Organic,174.14,3,3
126,2025-12-28,92,Paid Search,166.04,1,1
30462,2024-03-14,93,Paid Social,118.32,3,2
23499,2024-07-24,93,Email,217.41,3,2
30183,2024-10-11,93,Paid Social,96.41,2,1
127,2025-02-10,93,Paid Social,98.51,2,2
41667,2023-02-14,94,Organic,369.56,3,2
41519,2023-10-13,94,Email,348.35,3,4
34929,2024-09-04,94,Organic,90.91,2,4
32381,2024-11-13,94,Organic,194.24,2,2
128,2025-08-28,94,Paid Search,28.89,1,1
129,2025-11-02,94,Paid Social,81.97,3,3
43119,2023-01-01,95,Paid Search,47.94,3,3
37249,2023-12-04,95,Email,344.28,2,2
28771,2024-02-18,95,Organic,183.31,3,3
23195,2024-11-18,95,Organic,99.43,2,3
21323,2024-12-06,95,Paid Search,250.95,2,3
130,2025-10-02,95,Paid Search,26.51,1,1
131,2025-11-14,95,Organic,97.01,2,2
132,2025-05-21,96,Affiliate,13.25,1,2
133,2025-10-20,96,Paid Search,123.8,2,3
32566,2024-09-29,97,Organic,34.19,1,2
134,2025-08-05,97,Email,86.72,1,2
135,2025-12-25,97,Email,321.52,2,2
34129,2024-10-29,98,Paid Social,432.87,3,2
28134,2024-12-12,98,Affiliate,85.52,2,4
136,2025-10-03,98,Organic,118.86,2,2
137,2025-05-05,99,Organic,182.98,2,3
138,2025-11-02,99,Email,362.52,3,3
37074,2023-10-05,100,Affiliate,21.72,2,2
139,2025-06-18,100,Paid Social,98.67,1,2
140,2025-07-11,100,Affiliate,78.94,1,2
141,2025-10-22,100,Paid Social,157.63,3,3
31579,2024-08-30,101,Paid Social,335.68,1,1
142,2025-09-28,101,Paid Search,29.79,1,1
143,2025-09-30,102,Organic,168.01,1,2
144,2025-11-18,102,Paid Social,30.93,1,1
34072,2024-04-27,103,Organic,31.58,2,3
29375,2024-09-09,103,Organic,176.13,2,4
145,2025-04-11,103,Paid Search,27.03,1,1
146,2025-01-06,104,Paid Search,56.17,2,3
147,2025-03-25,105,Paid Social,221.38,2,3
148,2025-05-26,106,Paid Search,226.56,3,4
25101,2024-02-14,107,Paid Search,26.11,3,2
32165,2024-07-19,107,Paid Search,127.03,3,1
149,2025-10-18,107,Paid Search,173.73,3,3
38354,2023-03-24,108,Paid Search,165.29,2,3
40916,2023-11-27,108,Paid Search,308.03,2,2
39906,2023-12-15,108,Paid Social,118.98,2,2
150,2025-03-24,108,Paid Search,352.07,2,2
48645,2023-12-24,109,Paid Social,278.69,3,2
35146,2024-12-28,109,Paid Search,45.1,3,2
151,2025-07-21,109,Organic,127.42,3,4
152,2025-12-29,110,Paid Search,125.75,3,4
153,2025-10-09,111,Email,14.46,1,1
154,2025-12-01,111,Email,179.97,3,3
155,2025-05-26,112,Organic,299.52,3,3
156,2025-07-26,113,Paid Search,311.69,1,2
157,2025-11-10,114,Paid Social,86.83,1,2
39563,2023-07-23,115,Email,309.76,3,2
33832,2024-07-23,115,Paid Social,164.27,2,4
158,2025-08-09,115,Paid Search,13.98,1,2
159,2025-11-25,115,Affiliate,14.5,1,1
160,2025-04-20,116,Paid Search,104.78,3,3
161,2025-08-28,116,Paid Search,75.35,3,3
37887,2023-02-26,117,Email,148.64,1,1
162,2025-12-13,117,Paid Search,106.91,2,2
163,2025-12-23,117,Affiliate,95.61,1,1
29597,2024-06-08,118,Email,400.93,1,2
28081,2024-12-08,118,Paid Social,63.94,1,4
33225,2024-12-19,118,Paid Search,202.19,1,2
164,2025-12-15,118,Paid Search,100.26,1,2
165,2025-03-05,119,Paid Search,128.72,2,2
166,2025-02-03,120,Paid Search,60.54,2,2
167,2025-11-01,120,Email,171.94,1,2
168,2025-04-07,121,Paid Social,33.38,2,3
169,2025-09-24,121,Affiliate,192.53,2,3
33448,2024-05-30,122,Affiliate,23.55,1,4
170,2025-11-16,122,Affiliate,82.22,1,2
171,2025-12-23,122,Organic,92.16,1,1
172,2025-12-03,123,Paid Search,94.25,1,2
173,2025-12-05,123,Affiliate,11.78,1,1
174,2025-12-26,124,Paid Social,27.37,1,1
32768,2024-09-19,125,Affiliate,70.0,3,3
34712,2024-11-24,125,Paid Search,94.53,1,2
175,2025-10-25,125,Paid Social,111.87,3,4
176,2025-11-19,125,Organic,40.14,2,2
177,2025-12-12,125,Organic,153.96,3,4
178,2025-08-24,126,Affiliate,132.25,3,3
23052,2024-11-03,127,Paid Social,61.08,2,3
25708,2024-12-09,127,Paid Social,189.39,1,2
26548,2024-12-22,127,Paid Search,269.42,3,3
179,2025-10-13,127,Affiliate,109.84,2,3
180,2025-08-04,128,Paid Social,175.24,3,3
24336,2024-09-06,129,Paid Search,51.79,2,4
181,2025-09-14,129,Paid Search,121.66,2,2
182,2025-10-21,129,Affiliate,224.24,3,4
183,2025-04-19,130,Paid Search,135.56,3,3
184,2025-08-16,130,Paid Social,215.82,2,3
185,2025-12-05,131,Paid Search,27.24,2,2
186,2025-12-21,131,Paid Social,84.39,1,2
187,2025-12-30,131,Paid Social,104.2,2,2
188,2025-02-06,132,Organic,90.04,3,4
20814,2024-12-15,133,Paid Social,198.47,3,2
189,2025-12-18,133,Affiliate,176.22,3,3
190,2025-12-22,133,Affiliate,173.5,1,1
191,2025-12-23,133,Paid Social,112.9,2,2
33631,2024-09-20,134,Paid Social,98.09,3,3
29235,2024-12-09,134,Paid Social,266.36,2,2
192,2025-07-17,134,Paid Social,151.83,3,3
193,2025-08-04,134,Paid Social,261.13,3,4
45582,2023-06-10,135,Paid Search,80.24,3,3
39835,2023-10-18,135,Affiliate,87.62,2,2
194,2025-10-17,135,Paid Social,13.93,1,1
195,2025-05-17,136,Paid Social,150.28,3,4
196,2025-01-18,137,Affiliate,283.4,3,3
197,2025-05-22,138,Paid Social,59.29,3,3
46666,2023-09-26,139,Paid Search,269.56,2,3
25448,2024-08-28,139,Paid Social,31.32,2,2
32928,2024-10-10,139,Organic,118.48,3,4
21682,2024-12-03,139,Affiliate,106.97,2,2
198,2025-11-11,139,Paid Search,291.89,2,2
199,2025-12-01,139,Organic,196.73,3,3
200,2025-12-08,139,Paid Search,196.9,3,4
201,2025-10-05,140,Paid Search,275.99,3,3
27507,2024-12-04,141,Organic,137.99,1,3
202,2025-11-28,141,Organic,147.67,3,4
203,2025-11-28,141,Paid Search,353.51,3,3
33902,2024-07-24,142,Organic,425.4,3,3
204,2025-06-08,142,Organic,97.25,1,2
205,2025-10-28,143,Email,118.34,2,2
40753,2023-11-05,144,Paid Search,163.45,2,2
206,2025-06-03,144,Paid Social,180.95,2,2
207,2025-02-03,145,Paid Social,50.37,2,2
208,2025-04-15,145,Paid Social,155.14,1,2
26202,2024-02-10,146,Organic,284.82,1,3
209,2025-02-25,146,Organic,106.72,2,2
210,2025-01-12,147,Affiliate,83.02,1,1
31857,2024-04-29,148,Organic,138.88,2,1
211,2025-11-19,148,Email,7.66,1,1
212,2025-09-18,149,Paid Search,90.8,1,2
47777,2023-02-01,150,Organic,131.43,2,2
40917,2023-10-06,150,Paid Search,97.79,2,4
22298,2024-01-14,150,Organic,126.31,2,1
213,2025-10-02,150,Paid Social,74.22,3,4
214,2025-07-08,151,Paid Search,132.24,2,2
41623,2023-03-04,152,Email,26.16,3,3
38175,2023-11-23,152,Email,108.95,3,3
30574,2024-10-20,152,Paid Search,17.18,2,2
26926,2024-11-14,152,Paid Social,93.97,2,4
26052,2024-12-21,152,Paid Social,138.93,3,2
215,2025-12-10,152,Paid Search,119.49,2,3
216,2025-11-14,153,Paid Social,213.53,3,4
217,2025-05-12,154,Paid Social,90.29,1,2
218,2025-09-22,154,Paid Social,89.44,1,2
44254,2023-02-09,155,Paid Social,190.85,3,3
45975,2023-09-13,155,Email,84.76,2,4
43212,2023-10-13,155,Paid Search,266.28,3,3
21462,2024-06-11,155,Affiliate,94.21,2,2
27855,2024-11-19,155,Email,137.49,2,1
219,2025-09-24,155,Organic,488.36,3,4
220,2025-11-28,155,Paid Social,423.2,3,4
29498,2024-12-11,156,Paid Search,211.23,2,1
221,2025-11-07,156,Email,30.97,1,2
222,2025-12-07,156,Email,273.54,2,3
223,2025-06-27,157,Organic,426.72,3,3
224,2025-11-19,158,Paid Social,15.92,1,1
38268,2023-03-02,159,Paid Search,96.16,1,2
44253,2023-08-18,159,Paid Social,100.33,2,2
37027,2023-10-07,159,Paid Social,202.91,1,3
49812,2023-12-05,159,Paid Social,237.21,2,4
38492,2023-12-20,159,Paid Social,124.88,2,4
39122,2023-12-25,159,Paid Social,15.62,2,3
225,2025-11-21,159,Paid Search,14.26,1,2
30384,2024-07-07,160,Affiliate,169.96,2,1
226,2025-11-28,160,Paid Search,82.47,2,2
21326,2024-07-16,161,Paid Social,87.25,2,4
227,2025-05-17,161,Paid Search,305.42,3,4
228,2025-10-14,162,Affiliate,196.7,3,4
229,2025-04-29,163,Paid Social,98.8,1,1
20771,2024-10-26,164,Email,183.14,2,2
230,2025-11-10,164,Paid Social,73.02,2,3
231,2025-11-25,165,Paid Social,115.42,1,1
20824,2024-10-14,166,Paid Social,98.09,3,4
232,2025-10-22,166,Organic,90.83,3,4
233,2025-12-12,166,Affiliate,115.97,2,2
21112,2024-09-03,167,Affiliate,30.92,3,4
30895,2024-12-07,167,Paid Search,412.16,2,1
31243,2024-12-15,167,Paid Social,340.36,2,3
234,2025-09-15,167,Paid Search,52.13,2,2
235,2025-09-29,168,Email,413.14,3,4
236,2025-03-11,169,Paid Social,194.33,2,2
237,2025-12-20,170,Paid Search,274.31,3,4
238,2025-06-05,171,Paid Social,246.19,3,4
239,2025-09-09,172,Paid Social,165.65,1,1
240,2025-10-31,173,Paid Search,275.48,3,4
24655,2024-09-26,174,Paid Search,194.19,2,2
241,2025-08-08,174,Paid Search,600.04,3,4
242,2025-10-04,174,Organic,171.35,3,3
243,2025-11-18,174,Organic,36.16,1,2
244,2025-05-02,175,Organic,25.41,1,2
245,2025-11-13,175,Paid Social,197.66,2,3
36392,2024-03-04,176,Paid Search,121.11,1,4
246,2025-04-15,176,Paid Social,180.05,2,2
29898,2024-10-17,177,Email,64.5,2,3
247,2025-10-23,177,Affiliate,13.87,1,1
25819,2024-01-24,178,Paid Social,285.59,2,3
21674,2024-09-20,178,Paid Social,98.4,3,4
248,2025-01-12,178,Affiliate,108.7,1,1
249,2025-02-17,178,Paid Search,404.87,3,4
47189,2023-03-21,179,Organic,170.66,1,2
49733,2023-04-18,179,Paid Search,25.83,3,2
44760,2023-08-22,179,Organic,286.69,3,2
38442,2023-11-02,179,Organic,34.14,1,1
28069,2024-04-20,179,Paid Search,369.77,1,3
250,2025-03-13,179,Paid Search,12.82,1,1
22282,2024-12-02,180,Paid Search,29.77,2,2
251,2025-11-01,180,Organic,361.84,3,3
42133,2023-12-10,181,Paid Social,276.79,2,4
30339,2024-09-05,181,Email,109.93,2,4
32809,2024-11-25,181,Organic,177.77,3,1
27932,2024-12-13,181,Organic,187.55,1,3
252,2025-06-12,181,Paid Search,32.19,1,2
253,2025-03-15,182,Email,164.24,2,3
254,2025-11-30,183,Paid Search,290.2,3,3
255,2025-11-26,184,Paid Search,160.36,2,2
48375,2023-12-11,185,Paid Search,111.35,2,2
37932,2023-12-20,185,Paid Social,75.86,1,2
256,2025-11-23,185,Email,407.93,3,4
257,2025-12-04,185,Paid Search,137.61,3,3
258,2025-11-07,186,Paid Search,218.37,3,4
259,2025-12-10,186,Email,13.84,1,1
44976,2023-07-21,187,Organic,19.76,3,3
260,2025-04-20,187,Paid Search,167.4,3,4
261,2025-04-04,188,Paid Social,366.43,3,3
262,2025-01-16,189,Paid Social,121.17,3,3
263,2025-08-04,189,Paid Search,114.97,3,3
264,2025-04-12,190,Paid Search,167.15,2,2
21492,2024-12-02,191,Organic,101.73,2,4
265,2025-11-18,191,Paid Search,36.86,2,3
266,2025-01-14,192,Paid Social,216.79,3,3
267,2025-10-21,192,Affiliate,177.62,1,1
33291,2024-08-06,193,Organic,116.17,1,1
33746,2024-12-12,193,Organic,432.78,2,3
28123,2024-12-23,193,Paid Social,47.5,3,2
268,2025-08-01,193,Organic,76.98,1,1
269,2025-11-24,193,Organic,21.86,1,1
270,2025-09-28,194,Organic,245.18,2,3
271,2025-06-08,195,Organic,272.68,2,2
272,2025-09-04,196,Paid Social,148.42,3,4
273,2025-01-21,197,Affiliate,390.31,3,4
24022,2024-09-04,198,Paid Search,328.93,1,2
35985,2024-12-10,198,Paid Search,21.49,2,3
274,2025-08-04,198,Organic,80.97,1,1
275,2025-09-28,198,Organic,24.36,1,1
276,2025-09-28,198,Paid Search,102.66,2,2
277,2025-03-26,199,Organic,90.06,1,1
278,2025-09-25,199,Paid Social,175.25,3,4
22676,2024-07-28,200,Affiliate,60.13,3,1
27334,2024-11-03,200,Paid Search,411.22,1,2
279,2025-08-25,200,Organic,139.6,3,3
280,2025-10-12,200,Email,268.84,3,3
30688,2024-10-30,201,Paid Social,224.86,3,3
25374,2024-12-18,201,Paid Search,41.93,3,4
281,2025-10-01,201,Paid Search,44.79,2,2
282,2025-11-05,201,Paid Social,117.66,3,4
283,2025-06-03,202,Affiliate,128.8,3,3
284,2025-12-12,202,Paid Search,391.23,3,4
285,2025-09-29,203,Organic,55.63,2,3
36308,2024-04-09,204,Paid Social,102.98,1,1
286,2025-05-26,204,Paid Social,17.88,1,2
287,2025-12-25,204,Paid Social,127.0,3,3
288,2025-09-09,205,Affiliate,105.69,2,3
289,2025-02-05,206,Organic,13.79,1,1
49670,2023-01-14,207,Organic,180.43,1,1
44096,2023-06-28,207,Paid Search,95.57,1,2
290,2025-07-12,207,Paid Social,109.49,3,3
291,2025-10-30,208,Organic,268.09,3,4
292,2025-12-24,209,Paid Search,145.33,3,3
293,2025-03-06,210,Paid Search,224.21,3,3
294,2025-11-27,211,Organic,24.13,1,2
21896,2024-12-31,212,Paid Search,337.96,3,3
295,2025-11-12,212,Email,98.28,1,1
296,2025-12-16,212,Organic,395.39,3,3
297,2025-04-23,213,Paid Social,132.55,2,2
298,2025-09-20,213,Paid Search,219.56,3,4
299,2025-12-28,214,Paid Search,131.29,3,3
300,2025-12-29,214,Paid Search,187.79,2,2
301,2025-10-19,215,Affiliate,186.34,2,3
302,2025-12-02,215,Paid Social,14.17,1,2
303,2025-03-03,216,Email,177.78,1,2
20989,2024-03-09,217,Paid Search,29.53,3,2
28682,2024-11-17,217,Organic,12.47,2,3
304,2025-04-11,217,Paid Search,198.76,2,3
